Rouge-L-P,Rouge-L-R,Rouge-L-F,Rouge-2-P,Rouge-2-R,Rouge-2-F
0.46558809438626975,0.15765203926519814,0.15765203926519814,0.3062091459644698,0.09990741040626522,0.09990741040626522
0.46652535009341817,0.15798311304057933,0.15798311304057933,0.30722507800322846,0.10021418234384613,0.10021418234384613
0.4674860739286717,0.15832022085221203,0.15832022085221203,0.30819801243765055,0.10050750013460845,0.10050750013460845
0.4679529786247142,0.15852154829997944,0.15852154829997944,0.3083235932949283,0.10060417598652013,0.10060417598652013
0.46883598551518324,0.1588224450961991,0.1588224450961991,0.30918975288315903,0.10086675083762354,0.10086675083762354
0.4696113620468705,0.15914288669298635,0.15914288669298635,0.31000484084323937,0.10115461547144268,0.10115461547144268
0.47011497357943505,0.15938333714651556,0.15938333714651556,0.31050417202622976,0.10135112023366913,0.10135112023366913
0.4707522703346565,0.15963135900011535,0.15963135900011535,0.31093661890054364,0.10151200548665183,0.10151200548665183
0.471120093456067,0.15984015880918714,0.15984015880918714,0.31104986615409896,0.10160813777246806,0.10160813777246806
0.4715459019087281,0.16002743550136056,0.16002743550136056,0.31128537700379433,0.10172209957558152,0.10172209957558152
0.4719988419952461,0.16025321885450183,0.16025321885450183,0.3115077271407182,0.10184414984969582,0.10184414984969582
0.4724411565293925,0.160454319152241,0.160454319152241,0.311829668344373,0.1019816142965198,0.1019816142965198
0.47299030801758574,0.16066825350500855,0.16066825350500855,0.3121872731158772,0.10211707263260304,0.10211707263260304
0.47353489691253203,0.16090598008811588,0.16090598008811588,0.31260526932436206,0.10227764997834915,0.10227764997834915
0.4742570773163708,0.16117556715848044,0.16117556715848044,0.31319361515622335,0.10247383025553582,0.10247383025553582
0.47472513822070367,0.16136830057924698,0.16136830057924698,0.3135424212419997,0.10261034961221592,0.10261034961221592
0.47508911105234686,0.16155295452919471,0.16155295452919471,0.31396395825536555,0.10277762058797588,0.10277762058797588
0.47567604310790373,0.16180629844924044,0.16180629844924044,0.31443746467576017,0.10296322390230368,0.10296322390230368
0.47623179444296215,0.16202744910655306,0.16202744910655306,0.31484744498760897,0.10311649791847194,0.10311649791847194
0.4767657310517723,0.16224630804720963,0.16224630804720963,0.315244873357871,0.10326818360286642,0.10326818360286642
0.47743726718332574,0.16251161831508787,0.16251161831508787,0.3158284172114509,0.10346371027716081,0.10346371027716081
0.47812373770857974,0.16275510930877743,0.16275510930877743,0.31640963900352886,0.1036466051668607,0.1036466051668607
0.47846743863212987,0.1628045046779218,0.1628045046779218,0.3164909617693215,0.10361664600360582,0.10361664600360582
0.4788474630856689,0.16293316713723793,0.16293316713723793,0.31666232617785156,0.10368371528379469,0.10368371528379469
0.47923746221428964,0.16300801593899344,0.16300801593899344,0.3169463521145768,0.10374119670974011,0.10374119670974011
0.47975458914750996,0.16315765927352427,0.16315765927352427,0.31738747314530463,0.10386484497433277,0.10386484497433277
0.4803142218076045,0.16335192683530972,0.16335192683530972,0.3178880532865809,0.10402687260261803,0.10402687260261803
0.48093136016424026,0.16350284058356818,0.16350284058356818,0.31853032178207585,0.1041771347006391,0.1041771347006391
0.481505178636804,0.16363791087528626,0.16363791087528626,0.3190624891917098,0.10429678849600069,0.10429678849600069
0.48205402565334515,0.16377300442801557,0.16377300442801557,0.3195190405959006,0.10440077488219325,0.10440077488219325
0.48274887029861124,0.16395749817183067,0.16395749817183067,0.32015962523315283,0.10455699839076771,0.10455699839076771
0.48334751065131315,0.16410958289098065,0.16410958289098065,0.32082057711935574,0.10471608976825393,0.10471608976825393
0.48363055926876647,0.16425222772216153,0.16425222772216153,0.32087380594055165,0.1047565130208112,0.1047565130208112
0.4840894952904762,0.16434964192993884,0.16434964192993884,0.3212332058708851,0.10483791636508383,0.10483791636508383
0.4844599343514083,0.16442797111284485,0.16442797111284485,0.3215604767828306,0.10490867157617821,0.10490867157617821
0.4850625615901445,0.16458167935282378,0.16458167935282378,0.3220932200129339,0.10503782206113575,0.10503782206113575
0.4856483693321935,0.16470928364388096,0.16470928364388096,0.3226455352537267,0.1051587397403542,0.1051587397403542
0.48622862439422304,0.16483567841559163,0.16483567841559163,0.3231926152789669,0.10527851128043314,0.10527851128043314
0.4868034053518937,0.1649608807837956,0.1649608807837956,0.32373453417189363,0.10539715290032264,0.10539715290032264
0.48720793655238614,0.16508470700072836,0.16508470700072836,0.3240591824404979,0.10549692693408624,0.10549692693408624
0.48737727039163325,0.16517736865486832,0.16517736865486832,0.3241198931863427,0.10553701446903707,0.10553701446903707
0.48789197711393406,0.1653949293240701,0.1653949293240701,0.3245841951026611,0.10570007719561553,0.10570007719561553
0.48840191803325056,0.16561047554263114,0.16561047554263114,0.32504419792716177,0.10586163008213308,0.10586163008213308
0.4886577689576479,0.1657529267728455,0.1657529267728455,0.32515462990218835,0.10593055216887731,0.10593055216887731
0.48905649168095294,0.1659090658604351,0.1659090658604351,0.32549885088976915,0.10604255514683511,0.10604255514683511
0.4896060823931502,0.16609446606921713,0.16609446606921713,0.3260019713625658,0.10621547008613665,0.10621547008613665
0.48955751642148804,0.16614441017017537,0.16614441017017537,0.32584454898191345,0.10619959803391438,0.10619959803391438
0.4895122417803424,0.16619529147275583,0.16619529147275583,0.3256508438475415,0.1061752636136686,0.1061752636136686
0.4896131089881101,0.1662850513016363,0.1662850513016363,0.32552818387377025,0.10616991719120279,0.10616991719120279
0.4897130715572431,0.16637400610962993,0.16637400610962993,0.3254066239894499,0.10616461871871427,0.10616461871871427
0.48969249147065697,0.16641338531728583,0.16641338531728583,0.32522795430817836,0.10613331389947128,0.10613331389947128
0.48968259144631815,0.16645069430188156,0.16645069430188156,0.3250205697715484,0.10609241080207836,0.10609241080207836
0.4897660464282678,0.16653480215736893,0.16653480215736893,0.3248451894424027,0.10606993000047238,0.10606993000047238
0.48981939754840886,0.16660792412252007,0.16660792412252007,0.32467135431439487,0.10604764726760302,0.10604764726760302
0.489972553640318,0.16677093387372505,0.16677093387372505,0.32475358666244725,0.10622310900767322,0.10622310900767322
0.4903306878782103,0.16700842803002933,0.16700842803002933,0.32504746124383765,0.10645859795809796,0.10645859795809796
0.49047982555239733,0.16713147296911296,0.16713147296911296,0.3250653708326326,0.10650755419459412,0.10650755419459412
0.49053078888545043,0.1671491052222585,0.1671491052222585,0.32498918971416896,0.10649280490949863,0.10649280490949863
0.4905826812428629,0.1671790792263452,0.1671790792263452,0.32491463123308795,0.10648223956854441,0.10648223956854441
0.49069979366337796,0.16722377487713005,0.16722377487713005,0.32493223003258176,0.10648964760676863,0.10648964760676863
0.49088185814241825,0.16727814532552046,0.16727814532552046,0.32503013989250623,0.10651443520301257,0.10651443520301257
0.49105663679944245,0.16731385788895023,0.16731385788895023,0.3250680610934036,0.10651417771921198,0.10651417771921198
0.4912687068525825,0.16735540880083533,0.16735540880083533,0.3251430487646822,0.10652148900343392,0.10652148900343392
0.4913030187387993,0.1673909726873186,0.1673909726873186,0.32510136987333393,0.10652993604782958,0.10652993604782958
0.49136731910644676,0.16744172058418755,0.16744172058418755,0.3250547891239298,0.10653698804962353,0.10653698804962353
0.4913803184126865,0.16747662572775734,0.16747662572775734,0.32500859817159183,0.10654398103885014,0.10654398103885014
0.491482920844137,0.1675261155105543,0.1675261155105543,0.3250964726994122,0.10657797866166328,0.10657797866166328
0.4917480172242834,0.16760953244914825,0.16760953244914825,0.3252344316180643,0.1066289551311429,0.1066289551311429
0.49195334428441206,0.16767332663482348,0.16767332663482348,0.3253151907375274,0.10666735668570702,0.10666735668570702
0.4923206185070776,0.16777905781911764,0.16777905781911764,0.3256122955287789,0.10675672853625831,0.10675672853625831
0.49263536042737166,0.1678794082179858,0.1678794082179858,0.32589405444817515,0.10684069382990968,0.10684069382990968
0.4930060564352311,0.16799268083077748,0.16799268083077748,0.32615794552919225,0.10691646585594547,0.10691646585594547
0.4933737386544087,0.168105032528018,0.168105032528018,0.3264196911542661,0.10699162184924925,0.10699162184924925
0.4937795790248784,0.16820821208063905,0.16820821208063905,0.32670968175403575,0.10706616929199997,0.10706616929199997
0.4938080754897672,0.16822628503897424,0.16822628503897424,0.3266177192641833,0.10705038348705505,0.10705038348705505
0.49409674295571104,0.168322253478264,0.168322253478264,0.326861471697579,0.10712397034810255,0.10712397034810255
0.49438310108192735,0.16841745417003942,0.16841745417003942,0.3271032741115076,0.10719696851426165,0.10719696851426165
0.49468377773569044,0.16851189629056565,0.16851189629056565,0.3273493993247314,0.10726938502172627,0.10726938502172627
0.4950851206514749,0.16861141409110078,0.16861141409110078,0.3276580552902313,0.1073483129628051,0.1073483129628051
0.49560369982132635,0.16877577622191936,0.16877577622191936,0.32814114974513525,0.1075019039993996,0.1075019039993996
0.49574028796585806,0.16882978053130357,0.16882978053130357,0.3281404175889451,0.10750346745645692,0.10750346745645692
0.49579159479505774,0.16885798291011844,0.16885798291011844,0.32796831103664814,0.10747344216086073,0.10747344216086073
0.49609895102599877,0.168948018369145,0.168948018369145,0.3281835888082996,0.10753439587710945,0.10753439587710945
